##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
negative regulation of DNA-binding transcription factor activity	Gene Ontology	GO:0043433	2	22	0.478294607053	0.850594034322	ENSG00000147889|ENSG00000179772	http://amigo.geneontology.org/amigo/term/GO:0043433
neurotransmitter metabolic process	Gene Ontology	GO:0042133	2	22	0.478294607053	0.850594034322	ENSG00000183454|ENSG00000164303	http://amigo.geneontology.org/amigo/term/GO:0042133
symporter activity	Gene Ontology	GO:0015293	2	22	0.478294607053	0.850594034322	ENSG00000088836|ENSG00000072041	http://amigo.geneontology.org/amigo/term/GO:0015293
negative regulation of hemopoiesis	Gene Ontology	GO:1903707	2	22	0.478294607053	0.850594034322	ENSG00000158406|ENSG00000276966	http://amigo.geneontology.org/amigo/term/GO:1903707
striated muscle contraction	Gene Ontology	GO:0006941	2	22	0.478294607053	0.850594034322	ENSG00000091482|ENSG00000100604	http://amigo.geneontology.org/amigo/term/GO:0006941
muscle cell development	Gene Ontology	GO:0055001	2	22	0.478294607053	0.850594034322	ENSG00000138795|ENSG00000197993	http://amigo.geneontology.org/amigo/term/GO:0055001
cellular response to acid chemical	Gene Ontology	GO:0071229	2	22	0.478294607053	0.850594034322	ENSG00000162670|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0071229
cellular response to BMP stimulus	Gene Ontology	GO:0071773	2	22	0.478294607053	0.850594034322	ENSG00000167941|ENSG00000105880	http://amigo.geneontology.org/amigo/term/GO:0071773
negative regulation of protein serine/threonine kinase activity	Gene Ontology	GO:0071901	2	22	0.478294607053	0.850594034322	ENSG00000166851|ENSG00000057149	http://amigo.geneontology.org/amigo/term/GO:0071901
monocarboxylic acid transport	Gene Ontology	GO:0015718	2	22	0.478294607053	0.850594034322	ENSG00000182389|ENSG00000168907	http://amigo.geneontology.org/amigo/term/GO:0015718
mononuclear cell proliferation	Gene Ontology	GO:0032943	3	36	0.48240337473	0.850594034322	ENSG00000119969|ENSG00000174697|ENSG00000149021	http://amigo.geneontology.org/amigo/term/GO:0032943
phosphatidylinositol-mediated signaling	Gene Ontology	GO:0048015	3	36	0.48240337473	0.850594034322	ENSG00000186895|ENSG00000075388|ENSG00000162344	http://amigo.geneontology.org/amigo/term/GO:0048015
T cell differentiation	Gene Ontology	GO:0030217	3	36	0.48240337473	0.850594034322	ENSG00000160224|ENSG00000133710|ENSG00000129654	http://amigo.geneontology.org/amigo/term/GO:0030217
regulation of hormone secretion	Gene Ontology	GO:0046883	4	50	0.48407251366	0.850594034322	ENSG00000116014|ENSG00000185002|ENSG00000184160|ENSG00000069482	http://amigo.geneontology.org/amigo/term/GO:0046883
lipid metabolic process	Gene Ontology	GO:0006629	16	218	0.484669951714	0.850594034322	ENSG00000110148|ENSG00000138675|ENSG00000166426|ENSG00000147465|ENSG00000204624|ENSG00000139155|ENSG00000213759|ENSG00000162344|ENSG00000147571|ENSG00000178752|ENSG00000148795|ENSG00000147257|ENSG00000069482|ENSG00000204140|ENSG00000101210|ENSG00000170231	http://amigo.geneontology.org/amigo/term/GO:0006629
response to steroid hormone	Gene Ontology	GO:0048545	5	64	0.484887716796	0.850594034322	ENSG00000124939|ENSG00000133636|ENSG00000016082|ENSG00000167332|ENSG00000181092	http://amigo.geneontology.org/amigo/term/GO:0048545
positive regulation of phosphorylation	Gene Ontology	GO:0042327	11	148	0.485432161883	0.850594034322	ENSG00000223802|ENSG00000181449|ENSG00000170312|ENSG00000162344|ENSG00000169900|ENSG00000086991|ENSG00000109205|ENSG00000103888|ENSG00000174697|ENSG00000008735|ENSG00000095752	http://amigo.geneontology.org/amigo/term/GO:0042327
cellular response to organic cyclic compound	Gene Ontology	GO:0071407	7	92	0.485512482442	0.850594034322	ENSG00000016082|ENSG00000019186|ENSG00000147246|ENSG00000105173|ENSG00000149305|ENSG00000147509|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0071407
regulation of cellular process	Gene Ontology	GO:0050794	114	1597	0.487662083123	0.850594034322	ENSG00000006611|ENSG00000189299|ENSG00000147614|ENSG00000087250|ENSG00000100526|ENSG00000145242|ENSG00000198826|ENSG00000186912|ENSG00000185559|ENSG00000204510|ENSG00000128578|ENSG00000120210|ENSG00000243073|ENSG00000183783|ENSG00000163623|ENSG00000105664|ENSG00000006606|ENSG00000164434|ENSG00000105668|ENSG00000158270|ENSG00000172901|ENSG00000182111|ENSG00000186868|ENSG00000095752|ENSG00000143476|ENSG00000197472|ENSG00000149043|ENSG00000165480|ENSG00000129173|ENSG00000115297|ENSG00000138675|ENSG00000174371|ENSG00000164283|ENSG00000079112|ENSG00000261594|ENSG00000164611|ENSG00000110680|ENSG00000275896|ENSG00000162992|ENSG00000071539|ENSG00000152910|ENSG00000141750|ENSG00000173267|ENSG00000197273|ENSG00000135116|ENSG00000163064|ENSG00000166897|ENSG00000174343|ENSG00000203877|ENSG00000124664|ENSG00000178752|ENSG00000243902|ENSG00000178623|ENSG00000169213|ENSG00000159259|ENSG00000138778|ENSG00000160224|ENSG00000133216|ENSG00000178597|ENSG00000123080|ENSG00000223802|ENSG00000016082|ENSG00000173157|ENSG00000075218|ENSG00000143954|ENSG00000181019|ENSG00000134323|ENSG00000168078|ENSG00000118245|ENSG00000115263|ENSG00000127743|ENSG00000181092|ENSG00000108813|ENSG00000100604|ENSG00000106462|ENSG00000130675|ENSG00000129965|ENSG00000009709|ENSG00000172789|ENSG00000187957|ENSG00000112183|ENSG00000276903|ENSG00000156509|ENSG00000180772|ENSG00000185686|ENSG00000179772|ENSG00000181408|ENSG00000183850|ENSG00000164362|ENSG00000183150|ENSG00000137273|ENSG00000179059|ENSG00000155816|ENSG00000154096|ENSG00000116014|ENSG00000169783|ENSG00000183844|ENSG00000274588|ENSG00000158887|ENSG00000165066|ENSG00000151789|ENSG00000138136|ENSG00000124232|ENSG00000183770|ENSG00000164093|ENSG00000176490|ENSG00000146809|ENSG00000135253|ENSG00000142748|ENSG00000153266|ENSG00000137807|ENSG00000263761|ENSG00000128266|ENSG00000100739	http://amigo.geneontology.org/amigo/term/GO:0050794
negative regulation of nitrogen compound metabolic process	Gene Ontology	GO:0051172	23	317	0.489160674478	0.850594034322	ENSG00000043355|ENSG00000197757|ENSG00000175793|ENSG00000126259|ENSG00000183454|ENSG00000100625|ENSG00000147889|ENSG00000181092|ENSG00000093009|ENSG00000239810|ENSG00000024526|ENSG00000106462|ENSG00000274267|ENSG00000166396|ENSG00000175879|ENSG00000181449|ENSG00000149948|ENSG00000176887|ENSG00000184357|ENSG00000164266|ENSG00000088992|ENSG00000134057|ENSG00000129173	http://amigo.geneontology.org/amigo/term/GO:0051172
metal ion binding	Gene Ontology	GO:0046872	47	655	0.491134812889	0.850594034322	ENSG00000130477|ENSG00000173404|ENSG00000117650|ENSG00000124159|ENSG00000079112|ENSG00000138100|ENSG00000204970|ENSG00000217236|ENSG00000142619|ENSG00000114854|ENSG00000174963|ENSG00000103546|ENSG00000132932|ENSG00000198028|ENSG00000221926|ENSG00000132446|ENSG00000081248|ENSG00000131747|ENSG00000262406|ENSG00000168268|ENSG00000105278|ENSG00000158022|ENSG00000107165|ENSG00000114948|ENSG00000073111|ENSG00000178999|ENSG00000179142|ENSG00000140807|ENSG00000179593|ENSG00000148795|ENSG00000167968|ENSG00000178538|ENSG00000229937|ENSG00000164256|ENSG00000182938|ENSG00000134253|ENSG00000164176|ENSG00000188784|ENSG00000163810|ENSG00000157766|ENSG00000137869|ENSG00000149043|ENSG00000160224|ENSG00000112280|ENSG00000197123|ENSG00000089685|ENSG00000152128	http://amigo.geneontology.org/amigo/term/GO:0046872
cell junction	Gene Ontology	GO:0030054	13	177	0.492931122353	0.850594034322	ENSG00000140279|ENSG00000135902|ENSG00000113327|ENSG00000128591|ENSG00000102385|ENSG00000091482|ENSG00000163092|ENSG00000176884|ENSG00000185046|ENSG00000077522|ENSG00000176406|ENSG00000101311|ENSG00000152128	http://amigo.geneontology.org/amigo/term/GO:0030054
response to organic cyclic compound	Gene Ontology	GO:0014070	10	135	0.494416390341	0.850594034322	ENSG00000170312|ENSG00000145040|ENSG00000019186|ENSG00000225697|ENSG00000147571|ENSG00000130643|ENSG00000159224|ENSG00000066230|ENSG00000145708|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0014070
nucleobase-containing compound kinase activity	Gene Ontology	GO:0019205	1	9	0.49609146226	0.850594034322	ENSG00000167900	http://amigo.geneontology.org/amigo/term/GO:0019205
regulation of dendritic spine development	Gene Ontology	GO:0060998	1	9	0.49609146226	0.850594034322	ENSG00000053108	http://amigo.geneontology.org/amigo/term/GO:0060998
phospholipase A2 activity	Gene Ontology	GO:0004623	1	9	0.49609146226	0.850594034322	ENSG00000149021	http://amigo.geneontology.org/amigo/term/GO:0004623
glycolipid biosynthetic process	Gene Ontology	GO:0009247	1	9	0.49609146226	0.850594034322	ENSG00000135454	http://amigo.geneontology.org/amigo/term/GO:0009247
signal transduction involved in DNA damage checkpoint	Gene Ontology	GO:0072422	1	9	0.49609146226	0.850594034322	ENSG00000175793	http://amigo.geneontology.org/amigo/term/GO:0072422
histone methyltransferase activity	Gene Ontology	GO:0042054	1	9	0.49609146226	0.850594034322	ENSG00000164256	http://amigo.geneontology.org/amigo/term/GO:0042054
sulfur amino acid metabolic process	Gene Ontology	GO:0000096	1	9	0.49609146226	0.850594034322	ENSG00000015413	http://amigo.geneontology.org/amigo/term/GO:0000096
thymus development	Gene Ontology	GO:0048538	1	9	0.49609146226	0.850594034322	ENSG00000126778	http://amigo.geneontology.org/amigo/term/GO:0048538
ciliary membrane	Gene Ontology	GO:0060170	1	9	0.49609146226	0.850594034322	ENSG00000163914	http://amigo.geneontology.org/amigo/term/GO:0060170
nephron tubule morphogenesis	Gene Ontology	GO:0072078	1	9	0.49609146226	0.850594034322	ENSG00000107831	http://amigo.geneontology.org/amigo/term/GO:0072078
positive regulation of response to DNA damage stimulus	Gene Ontology	GO:2001022	1	9	0.49609146226	0.850594034322	ENSG00000104313	http://amigo.geneontology.org/amigo/term/GO:2001022
granulocyte migration	Gene Ontology	GO:0097530	1	9	0.49609146226	0.850594034322	ENSG00000171951	http://amigo.geneontology.org/amigo/term/GO:0097530
somatic cell DNA recombination	Gene Ontology	GO:0016444	1	9	0.49609146226	0.850594034322	ENSG00000174371	http://amigo.geneontology.org/amigo/term/GO:0016444
intermediate filament cytoskeleton organization	Gene Ontology	GO:0045104	1	9	0.49609146226	0.850594034322	ENSG00000132932	http://amigo.geneontology.org/amigo/term/GO:0045104
membrane assembly	Gene Ontology	GO:0071709	1	9	0.49609146226	0.850594034322	ENSG00000169760	http://amigo.geneontology.org/amigo/term/GO:0071709
regulation of Notch signaling pathway	Gene Ontology	GO:0008593	1	9	0.49609146226	0.850594034322	ENSG00000101144	http://amigo.geneontology.org/amigo/term/GO:0008593
positive regulation of phosphatidylinositol 3-kinase signaling	Gene Ontology	GO:0014068	1	9	0.49609146226	0.850594034322	ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0014068
positive regulation of receptor-mediated endocytosis	Gene Ontology	GO:0048260	1	9	0.49609146226	0.850594034322	ENSG00000105697	http://amigo.geneontology.org/amigo/term/GO:0048260
mitochondrion localization	Gene Ontology	GO:0051646	1	9	0.49609146226	0.850594034322	ENSG00000154277	http://amigo.geneontology.org/amigo/term/GO:0051646
regulation of stem cell proliferation	Gene Ontology	GO:0072091	1	9	0.49609146226	0.850594034322	ENSG00000066279	http://amigo.geneontology.org/amigo/term/GO:0072091
nucleosomal DNA binding	Gene Ontology	GO:0031492	1	9	0.49609146226	0.850594034322	ENSG00000149948	http://amigo.geneontology.org/amigo/term/GO:0031492
negative regulation of NF-kappaB transcription factor activity	Gene Ontology	GO:0032088	1	9	0.49609146226	0.850594034322	ENSG00000169900	http://amigo.geneontology.org/amigo/term/GO:0032088
ubiquitin-like protein conjugating enzyme binding	Gene Ontology	GO:0044390	1	9	0.49609146226	0.850594034322	ENSG00000164418	http://amigo.geneontology.org/amigo/term/GO:0044390
mast cell activation	Gene Ontology	GO:0045576	1	9	0.49609146226	0.850594034322	ENSG00000118432	http://amigo.geneontology.org/amigo/term/GO:0045576
regulation of toll-like receptor signaling pathway	Gene Ontology	GO:0034121	1	9	0.49609146226	0.850594034322	ENSG00000125999	http://amigo.geneontology.org/amigo/term/GO:0034121
clathrin-coated endocytic vesicle	Gene Ontology	GO:0045334	1	9	0.49609146226	0.850594034322	ENSG00000146352	http://amigo.geneontology.org/amigo/term/GO:0045334
negative regulation of coagulation	Gene Ontology	GO:0050819	1	9	0.49609146226	0.850594034322	ENSG00000249853	http://amigo.geneontology.org/amigo/term/GO:0050819
stereocilium bundle	Gene Ontology	GO:0032421	1	9	0.49609146226	0.850594034322	ENSG00000242866	http://amigo.geneontology.org/amigo/term/GO:0032421
negative regulation of intracellular steroid hormone receptor signaling pathway	Gene Ontology	GO:0033144	1	9	0.49609146226	0.850594034322	ENSG00000016082	http://amigo.geneontology.org/amigo/term/GO:0033144
detection of mechanical stimulus	Gene Ontology	GO:0050982	1	9	0.49609146226	0.850594034322	ENSG00000242866	http://amigo.geneontology.org/amigo/term/GO:0050982
synaptic vesicle localization	Gene Ontology	GO:0097479	1	9	0.49609146226	0.850594034322	ENSG00000169760	http://amigo.geneontology.org/amigo/term/GO:0097479
collagen binding	Gene Ontology	GO:0005518	1	9	0.49609146226	0.850594034322	ENSG00000137745	http://amigo.geneontology.org/amigo/term/GO:0005518
synaptic transmission, glutamatergic	Gene Ontology	GO:0035249	1	9	0.49609146226	0.850594034322	ENSG00000168959	http://amigo.geneontology.org/amigo/term/GO:0035249
regulation of stress fiber assembly	Gene Ontology	GO:0051492	1	9	0.49609146226	0.850594034322	ENSG00000116014	http://amigo.geneontology.org/amigo/term/GO:0051492
regulation of pathway-restricted SMAD protein phosphorylation	Gene Ontology	GO:0060393	1	9	0.49609146226	0.850594034322	ENSG00000101144	http://amigo.geneontology.org/amigo/term/GO:0060393
lung alveolus development	Gene Ontology	GO:0048286	1	9	0.49609146226	0.850594034322	ENSG00000137868	http://amigo.geneontology.org/amigo/term/GO:0048286
monocyte chemotaxis	Gene Ontology	GO:0002548	1	9	0.49609146226	0.850594034322	ENSG00000131142	http://amigo.geneontology.org/amigo/term/GO:0002548
G protein-coupled amine receptor activity	Gene Ontology	GO:0008227	1	9	0.49609146226	0.850594034322	ENSG00000179546	http://amigo.geneontology.org/amigo/term/GO:0008227
ion channel inhibitor activity	Gene Ontology	GO:0008200	1	9	0.49609146226	0.850594034322	ENSG00000082482	http://amigo.geneontology.org/amigo/term/GO:0008200
glutamine family amino acid metabolic process	Gene Ontology	GO:0009064	1	9	0.49609146226	0.850594034322	ENSG00000167654	http://amigo.geneontology.org/amigo/term/GO:0009064
regulation of steroid biosynthetic process	Gene Ontology	GO:0050810	1	9	0.49609146226	0.850594034322	ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0050810
cleavage furrow	Gene Ontology	GO:0032154	1	9	0.49609146226	0.850594034322	ENSG00000138180	http://amigo.geneontology.org/amigo/term/GO:0032154
antibacterial humoral response	Gene Ontology	GO:0019731	1	9	0.49609146226	0.850594034322	ENSG00000187908	http://amigo.geneontology.org/amigo/term/GO:0019731
mammary gland epithelial cell proliferation	Gene Ontology	GO:0033598	1	9	0.49609146226	0.850594034322	ENSG00000175832	http://amigo.geneontology.org/amigo/term/GO:0033598
ventricular cardiac muscle cell action potential	Gene Ontology	GO:0086005	1	9	0.49609146226	0.850594034322	ENSG00000183873	http://amigo.geneontology.org/amigo/term/GO:0086005
retina morphogenesis in camera-type eye	Gene Ontology	GO:0060042	1	9	0.49609146226	0.850594034322	ENSG00000154096	http://amigo.geneontology.org/amigo/term/GO:0060042
negative regulation of blood vessel diameter	Gene Ontology	GO:0097756	1	9	0.49609146226	0.850594034322	ENSG00000197993	http://amigo.geneontology.org/amigo/term/GO:0097756
response to axon injury	Gene Ontology	GO:0048678	1	9	0.49609146226	0.850594034322	ENSG00000118785	http://amigo.geneontology.org/amigo/term/GO:0048678
somatic diversification of immune receptors via germline recombination within a single locus	Gene Ontology	GO:0002562	1	9	0.49609146226	0.850594034322	ENSG00000174371	http://amigo.geneontology.org/amigo/term/GO:0002562
complement activation	Gene Ontology	GO:0006956	1	9	0.49609146226	0.850594034322	ENSG00000142748	http://amigo.geneontology.org/amigo/term/GO:0006956
membrane depolarization during action potential	Gene Ontology	GO:0086010	1	9	0.49609146226	0.850594034322	ENSG00000055118	http://amigo.geneontology.org/amigo/term/GO:0086010
regulation of organic acid transport	Gene Ontology	GO:0032890	1	9	0.49609146226	0.850594034322	ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0032890
glomerulus development	Gene Ontology	GO:0032835	1	9	0.49609146226	0.850594034322	ENSG00000273706	http://amigo.geneontology.org/amigo/term/GO:0032835
positive regulation of myeloid cell differentiation	Gene Ontology	GO:0045639	1	9	0.49609146226	0.850594034322	ENSG00000088992	http://amigo.geneontology.org/amigo/term/GO:0045639
positive regulation of gliogenesis	Gene Ontology	GO:0014015	1	9	0.49609146226	0.850594034322	ENSG00000131095	http://amigo.geneontology.org/amigo/term/GO:0014015
regulation of vasoconstriction	Gene Ontology	GO:0019229	1	9	0.49609146226	0.850594034322	ENSG00000184160	http://amigo.geneontology.org/amigo/term/GO:0019229
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	Gene Ontology	GO:0016701	1	9	0.49609146226	0.850594034322	ENSG00000179593	http://amigo.geneontology.org/amigo/term/GO:0016701
regulation of systemic arterial blood pressure mediated by a chemical signal	Gene Ontology	GO:0003044	1	9	0.49609146226	0.850594034322	ENSG00000167332	http://amigo.geneontology.org/amigo/term/GO:0003044
cerebellar cortex development	Gene Ontology	GO:0021695	1	9	0.49609146226	0.850594034322	ENSG00000180772	http://amigo.geneontology.org/amigo/term/GO:0021695
regulation of potassium ion transmembrane transporter activity	Gene Ontology	GO:1901016	1	9	0.49609146226	0.850594034322	ENSG00000134640	http://amigo.geneontology.org/amigo/term/GO:1901016
nitric oxide biosynthetic process	Gene Ontology	GO:0006809	1	9	0.49609146226	0.850594034322	ENSG00000180772	http://amigo.geneontology.org/amigo/term/GO:0006809
positive regulation of phagocytosis	Gene Ontology	GO:0050766	1	9	0.49609146226	0.850594034322	ENSG00000169900	http://amigo.geneontology.org/amigo/term/GO:0050766
mitochondrial intermembrane space	Gene Ontology	GO:0005758	1	9	0.49609146226	0.850594034322	ENSG00000160471	http://amigo.geneontology.org/amigo/term/GO:0005758
myosin binding	Gene Ontology	GO:0017022	1	9	0.49609146226	0.850594034322	ENSG00000006611	http://amigo.geneontology.org/amigo/term/GO:0017022
mating behavior	Gene Ontology	GO:0007617	1	9	0.49609146226	0.850594034322	ENSG00000176884	http://amigo.geneontology.org/amigo/term/GO:0007617
ionotropic glutamate receptor activity	Gene Ontology	GO:0004970	1	9	0.49609146226	0.850594034322	ENSG00000008735	http://amigo.geneontology.org/amigo/term/GO:0004970
adult locomotory behavior	Gene Ontology	GO:0008344	1	9	0.49609146226	0.850594034322	ENSG00000186868	http://amigo.geneontology.org/amigo/term/GO:0008344
carbon-oxygen lyase activity	Gene Ontology	GO:0016835	1	9	0.49609146226	0.850594034322	ENSG00000149948	http://amigo.geneontology.org/amigo/term/GO:0016835
chemokine receptor activity	Gene Ontology	GO:0004950	1	9	0.49609146226	0.850594034322	ENSG00000183625	http://amigo.geneontology.org/amigo/term/GO:0004950
regulation of acute inflammatory response	Gene Ontology	GO:0002673	1	9	0.49609146226	0.850594034322	ENSG00000118432	http://amigo.geneontology.org/amigo/term/GO:0002673
regulated exocytosis	Gene Ontology	GO:0045055	4	51	0.49857455045	0.850594034322	ENSG00000144452|ENSG00000165197|ENSG00000138798|ENSG00000163618	http://amigo.geneontology.org/amigo/term/GO:0045055
sex differentiation	Gene Ontology	GO:0007548	4	51	0.49857455045	0.850594034322	ENSG00000121621|ENSG00000005073|ENSG00000253293|ENSG00000128714	http://amigo.geneontology.org/amigo/term/GO:0007548
circadian rhythm	Gene Ontology	GO:0007623	3	37	0.499471829963	0.850594034322	ENSG00000169618|ENSG00000122375|ENSG00000143125	http://amigo.geneontology.org/amigo/term/GO:0007623
ATPase activity, coupled	Gene Ontology	GO:0042623	3	37	0.499471829963	0.850594034322	ENSG00000276043|ENSG00000090889|ENSG00000140451	http://amigo.geneontology.org/amigo/term/GO:0042623
neural tube development	Gene Ontology	GO:0021915	2	23	0.500074514684	0.850594034322	ENSG00000206557|ENSG00000110195	http://amigo.geneontology.org/amigo/term/GO:0021915
regulation of defense response to virus	Gene Ontology	GO:0050688	2	23	0.500074514684	0.850594034322	ENSG00000144285|ENSG00000274267	http://amigo.geneontology.org/amigo/term/GO:0050688
lipid phosphorylation	Gene Ontology	GO:0046834	2	23	0.500074514684	0.850594034322	ENSG00000110148|ENSG00000158815	http://amigo.geneontology.org/amigo/term/GO:0046834
positive regulation of cellular protein catabolic process	Gene Ontology	GO:1903364	2	23	0.500074514684	0.850594034322	ENSG00000087586|ENSG00000138798	http://amigo.geneontology.org/amigo/term/GO:1903364
regulation of cellular carbohydrate metabolic process	Gene Ontology	GO:0010675	2	23	0.500074514684	0.850594034322	ENSG00000115263|ENSG00000244122	http://amigo.geneontology.org/amigo/term/GO:0010675
membrane lipid metabolic process	Gene Ontology	GO:0006643	2	23	0.500074514684	0.850594034322	ENSG00000117069|ENSG00000170835	http://amigo.geneontology.org/amigo/term/GO:0006643
core promoter binding	Gene Ontology	GO:0001047	2	23	0.500074514684	0.850594034322	ENSG00000149948|ENSG00000008196	http://amigo.geneontology.org/amigo/term/GO:0001047
cellular response to starvation	Gene Ontology	GO:0009267	2	23	0.500074514684	0.850594034322	ENSG00000196289|ENSG00000136943	http://amigo.geneontology.org/amigo/term/GO:0009267
multicellular organism growth	Gene Ontology	GO:0035264	2	23	0.500074514684	0.850594034322	ENSG00000186051|ENSG00000132932	http://amigo.geneontology.org/amigo/term/GO:0035264
protein tetramerization	Gene Ontology	GO:0051262	2	23	0.500074514684	0.850594034322	ENSG00000273983|ENSG00000169760	http://amigo.geneontology.org/amigo/term/GO:0051262
adenylate cyclase-modulating G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007188	2	23	0.500074514684	0.850594034322	ENSG00000155897|ENSG00000145040	http://amigo.geneontology.org/amigo/term/GO:0007188
negative regulation of cell-cell adhesion	Gene Ontology	GO:0022408	2	23	0.500074514684	0.850594034322	ENSG00000140873|ENSG00000131142	http://amigo.geneontology.org/amigo/term/GO:0022408
monovalent inorganic cation homeostasis	Gene Ontology	GO:0055067	2	23	0.500074514684	0.850594034322	ENSG00000088836|ENSG00000147614	http://amigo.geneontology.org/amigo/term/GO:0055067
ammonium ion metabolic process	Gene Ontology	GO:0097164	2	23	0.500074514684	0.850594034322	ENSG00000183454|ENSG00000164303	http://amigo.geneontology.org/amigo/term/GO:0097164
cell killing	Gene Ontology	GO:0001906	2	23	0.500074514684	0.850594034322	ENSG00000174697|ENSG00000100604	http://amigo.geneontology.org/amigo/term/GO:0001906
regulation of protein kinase activity	Gene Ontology	GO:0045859	9	122	0.504317284252	0.857339383228	ENSG00000114346|ENSG00000056291|ENSG00000143125|ENSG00000138778|ENSG00000175793|ENSG00000100526|ENSG00000158402|ENSG00000183856|ENSG00000171450	http://amigo.geneontology.org/amigo/term/GO:0045859
regulation of cellular component organization	Gene Ontology	GO:0051128	23	320	0.506532441663	0.857978095482	ENSG00000178235|ENSG00000006611|ENSG00000164283|ENSG00000169679|ENSG00000126787|ENSG00000117650|ENSG00000154096|ENSG00000197993|ENSG00000163623|ENSG00000178999|ENSG00000106462|ENSG00000196611|ENSG00000107831|ENSG00000009709|ENSG00000053108|ENSG00000118785|ENSG00000164256|ENSG00000172020|ENSG00000102837|ENSG00000140451|ENSG00000154645|ENSG00000066032|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0051128
response to extracellular stimulus	Gene Ontology	GO:0009991	6	80	0.508473422379	0.857978095482	ENSG00000174697|ENSG00000147465|ENSG00000137392|ENSG00000163331|ENSG00000102109|ENSG00000181019	http://amigo.geneontology.org/amigo/term/GO:0009991
cellular response to peptide	Gene Ontology	GO:1901653	4	52	0.512897567774	0.857978095482	ENSG00000173080|ENSG00000155897|ENSG00000077522|ENSG00000147465	http://amigo.geneontology.org/amigo/term/GO:1901653
DNA recombination	Gene Ontology	GO:0006310	4	52	0.512897567774	0.857978095482	ENSG00000071539|ENSG00000197299|ENSG00000160957|ENSG00000131747	http://amigo.geneontology.org/amigo/term/GO:0006310
regulation of T cell activation	Gene Ontology	GO:0050863	4	52	0.512897567774	0.857978095482	ENSG00000154096|ENSG00000133710|ENSG00000174697|ENSG00000169900	http://amigo.geneontology.org/amigo/term/GO:0050863
eye development	Gene Ontology	GO:0001654	3	38	0.51624892125	0.857978095482	ENSG00000101144|ENSG00000170819|ENSG00000237412	http://amigo.geneontology.org/amigo/term/GO:0001654
regulation of immune system process	Gene Ontology	GO:0002682	16	223	0.519383728232	0.857978095482	ENSG00000197153|ENSG00000182389|ENSG00000154611|ENSG00000274267|ENSG00000154342|ENSG00000159259|ENSG00000160339|ENSG00000130300|ENSG00000181092|ENSG00000143954|ENSG00000176887|ENSG00000273983|ENSG00000118432|ENSG00000188056|ENSG00000163554|ENSG00000019169	http://amigo.geneontology.org/amigo/term/GO:0002682
vesicle-mediated transport in synapse	Gene Ontology	GO:0099003	2	24	0.521259625635	0.857978095482	ENSG00000149043|ENSG00000163618	http://amigo.geneontology.org/amigo/term/GO:0099003
cellular response to monosaccharide stimulus	Gene Ontology	GO:0071326	2	24	0.521259625635	0.857978095482	ENSG00000162992|ENSG00000145242	http://amigo.geneontology.org/amigo/term/GO:0071326
membrane lipid biosynthetic process	Gene Ontology	GO:0046467	2	24	0.521259625635	0.857978095482	ENSG00000128242|ENSG00000117069	http://amigo.geneontology.org/amigo/term/GO:0046467
homophilic cell adhesion via plasma membrane adhesion molecules	Gene Ontology	GO:0007156	2	24	0.521259625635	0.857978095482	ENSG00000008300|ENSG00000112852	http://amigo.geneontology.org/amigo/term/GO:0007156
regulation of wound healing	Gene Ontology	GO:0061041	2	24	0.521259625635	0.857978095482	ENSG00000136011|ENSG00000140873	http://amigo.geneontology.org/amigo/term/GO:0061041
negative regulation of ion transport	Gene Ontology	GO:0043271	2	24	0.521259625635	0.857978095482	ENSG00000186439|ENSG00000120088	http://amigo.geneontology.org/amigo/term/GO:0043271
fatty acid derivative metabolic process	Gene Ontology	GO:1901568	2	24	0.521259625635	0.857978095482	ENSG00000015413|ENSG00000107165	http://amigo.geneontology.org/amigo/term/GO:1901568
phosphatidylinositol 3-kinase signaling	Gene Ontology	GO:0014065	2	24	0.521259625635	0.857978095482	ENSG00000174697|ENSG00000075388	http://amigo.geneontology.org/amigo/term/GO:0014065
neuron migration	Gene Ontology	GO:0001764	2	24	0.521259625635	0.857978095482	ENSG00000153266|ENSG00000156687	http://amigo.geneontology.org/amigo/term/GO:0001764
spermatid development	Gene Ontology	GO:0007286	2	24	0.521259625635	0.857978095482	ENSG00000104044|ENSG00000120210	http://amigo.geneontology.org/amigo/term/GO:0007286
calcium ion transmembrane transporter activity	Gene Ontology	GO:0015085	2	24	0.521259625635	0.857978095482	ENSG00000154118|ENSG00000120088	http://amigo.geneontology.org/amigo/term/GO:0015085
