##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Signaling pathways regulating pluripotency of stem cells	KEGG PATHWAY	hsa04550	9	140	0.660153314712	0.99999678071	ENSG00000111432|ENSG00000016082|ENSG00000105880|ENSG00000154342|ENSG00000188763|ENSG00000181449|ENSG00000115507|ENSG00000130829|ENSG00000115596	http://www.genome.jp/kegg-bin/show_pathway?hsa04550/hsa:11211%09red/hsa:7475%09red/hsa:3670%09red/hsa:89780%09red/hsa:5013%09red/hsa:1749%09red/hsa:6657%09red/hsa:1852%09red/hsa:8326%09red
Thiamine metabolism	KEGG PATHWAY	hsa00730	1	15	0.666028477139	0.99999678071	ENSG00000163295	http://www.genome.jp/kegg-bin/show_pathway?hsa00730/hsa:248%09red
Ras signaling pathway	KEGG PATHWAY	hsa04014	15	232	0.673203277499	0.99999678071	ENSG00000107831|ENSG00000138675|ENSG00000165197|ENSG00000188784|ENSG00000183454|ENSG00000075388|ENSG00000162344|ENSG00000127928|ENSG00000176884|ENSG00000168243|ENSG00000158815|ENSG00000186895|ENSG00000058335|ENSG00000168907|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa04014/hsa:2277%09red/hsa:2248%09red/hsa:2249%09red/hsa:5923%09red/hsa:2792%09red/hsa:2786%09red/hsa:8822%09red/hsa:2250%09red/hsa:255189%09red/hsa:1950%09red/hsa:2253%09red/hsa:30814%09red/hsa:9965%09red/hsa:2903%09red/hsa:2902%09red
Endocrine resistance	KEGG PATHWAY	hsa01522	6	96	0.675642036703	0.99999678071	ENSG00000090932|ENSG00000155897|ENSG00000147889|ENSG00000007968|ENSG00000101412|ENSG00000123080	http://www.genome.jp/kegg-bin/show_pathway?hsa01522/hsa:1031%09red/hsa:1029%09red/hsa:1870%09red/hsa:114%09red/hsa:1869%09red/hsa:10683%09red
Cytokine-cytokine receptor interaction	KEGG PATHWAY	hsa04060	19	293	0.680957366968	0.99999678071	ENSG00000223802|ENSG00000101144|ENSG00000006606|ENSG00000123999|ENSG00000183625|ENSG00000205755|ENSG00000172458|ENSG00000189377|ENSG00000174697|ENSG00000127743|ENSG00000163735|ENSG00000131142|ENSG00000104899|ENSG00000164509|ENSG00000163217|ENSG00000136487|ENSG00000263761|ENSG00000095752|ENSG00000266524	http://www.genome.jp/kegg-bin/show_pathway?hsa04060/hsa:1232%09red/hsa:27302%09red/hsa:3589%09red/hsa:10344%09red/hsa:2657%09red/hsa:3952%09red/hsa:3623%09red/hsa:2658%09red/hsa:6370%09red/hsa:2689%09red/hsa:64109%09red/hsa:284340%09red/hsa:6374%09red/hsa:133396%09red/hsa:27190%09red/hsa:268%09red/hsa:53342%09red/hsa:2662%09red/hsa:655%09red
Cellular senescence	KEGG PATHWAY	hsa04218	10	158	0.681503956229	0.99999678071	ENSG00000170312|ENSG00000157456|ENSG00000147889|ENSG00000145386|ENSG00000007968|ENSG00000101412|ENSG00000134057|ENSG00000105173|ENSG00000111206|ENSG00000101057	http://www.genome.jp/kegg-bin/show_pathway?hsa04218/hsa:983%09red/hsa:890%09red/hsa:891%09red/hsa:1029%09red/hsa:898%09red/hsa:1870%09red/hsa:2305%09red/hsa:4605%09red/hsa:9133%09red/hsa:1869%09red
Non-small cell lung cancer	KEGG PATHWAY	hsa05223	4	66	0.689496745241	0.99999678071	ENSG00000007968|ENSG00000147889|ENSG00000101412|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa05223/hsa:1870%09red/hsa:1869%09red/hsa:1950%09red/hsa:1029%09red
Starch and sucrose metabolism	KEGG PATHWAY	hsa00500	2	36	0.726826447398	0.99999678071	ENSG00000257743|ENSG00000090402	http://www.genome.jp/kegg-bin/show_pathway?hsa00500/hsa:93432%09red/hsa:6476%09red
Aldosterone-regulated sodium reabsorption	KEGG PATHWAY	hsa04960	2	37	0.74003850538	0.99999678071	ENSG00000175793|ENSG00000166828	http://www.genome.jp/kegg-bin/show_pathway?hsa04960/hsa:2810%09red/hsa:6340%09red
Oxidative phosphorylation	KEGG PATHWAY	hsa00190	7	120	0.743863720996	0.99999678071	ENSG00000187581|ENSG00000185633|ENSG00000131055|ENSG00000105675|ENSG00000147614|ENSG00000160471|ENSG00000170516	http://www.genome.jp/kegg-bin/show_pathway?hsa00190/hsa:56901%09red/hsa:341947%09red/hsa:170712%09red/hsa:495%09red/hsa:125965%09red/hsa:84701%09red/hsa:245972%09red
Glycosaminoglycan degradation	KEGG PATHWAY	hsa00531	1	19	0.746141119663	0.99999678071	ENSG00000172987	http://www.genome.jp/kegg-bin/show_pathway?hsa00531/hsa:60495%09red
Focal adhesion	KEGG PATHWAY	hsa04510	12	199	0.747416371297	0.99999678071	ENSG00000105664|ENSG00000058335|ENSG00000165197|ENSG00000113296|ENSG00000197565|ENSG00000128591|ENSG00000139219|ENSG00000112280|ENSG00000118785|ENSG00000091128|ENSG00000029559|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa04510/hsa:1297%09red/hsa:5923%09red/hsa:1280%09red/hsa:1311%09red/hsa:7060%09red/hsa:1288%09red/hsa:2277%09red/hsa:22798%09red/hsa:6696%09red/hsa:2318%09red/hsa:1950%09red/hsa:3381%09red
Pathogenic Escherichia coli infection	KEGG PATHWAY	hsa05130	3	55	0.747960072713	0.99999678071	ENSG00000178462|ENSG00000198033|ENSG00000104833	http://www.genome.jp/kegg-bin/show_pathway?hsa05130/hsa:7278%09red/hsa:79861%09red/hsa:10382%09red
Bile secretion	KEGG PATHWAY	hsa04976	4	72	0.749640156548	0.99999678071	ENSG00000103375|ENSG00000155897|ENSG00000149452|ENSG00000066230	http://www.genome.jp/kegg-bin/show_pathway?hsa04976/hsa:9376%09red/hsa:343%09red/hsa:6550%09red/hsa:114%09red
Regulation of actin cytoskeleton	KEGG PATHWAY	hsa04810	13	216	0.755708654295	0.99999678071	ENSG00000138675|ENSG00000181072|ENSG00000168539|ENSG00000162344|ENSG00000027644|ENSG00000107831|ENSG00000158815|ENSG00000186895|ENSG00000183856|ENSG00000100739|ENSG00000139734|ENSG00000075388|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa04810/hsa:81624%09red/hsa:2248%09red/hsa:2249%09red/hsa:2250%09red/hsa:8822%09red/hsa:128239%09red/hsa:1128%09red/hsa:1129%09red/hsa:2253%09red/hsa:3645%09red/hsa:623%09red/hsa:9965%09red/hsa:1950%09red
Human T-cell leukemia virus 1 infection	KEGG PATHWAY	hsa05166	13	217	0.761042962345	0.99999678071	ENSG00000164362|ENSG00000155897|ENSG00000157456|ENSG00000147889|ENSG00000164611|ENSG00000145386|ENSG00000007968|ENSG00000117399|ENSG00000156970|ENSG00000101412|ENSG00000105173|ENSG00000157613|ENSG00000123080	http://www.genome.jp/kegg-bin/show_pathway?hsa05166/hsa:991%09red/hsa:1031%09red/hsa:890%09red/hsa:701%09red/hsa:898%09red/hsa:1870%09red/hsa:1029%09red/hsa:9133%09red/hsa:114%09red/hsa:9232%09red/hsa:1869%09red/hsa:90993%09red/hsa:7015%09red
Glioma	KEGG PATHWAY	hsa05214	4	75	0.776166057984	0.99999678071	ENSG00000007968|ENSG00000147889|ENSG00000101412|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa05214/hsa:1870%09red/hsa:1869%09red/hsa:1950%09red/hsa:1029%09red
Endometrial cancer	KEGG PATHWAY	hsa05213	3	58	0.777989225377	0.99999678071	ENSG00000066032|ENSG00000138795|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa05213/hsa:1496%09red/hsa:1950%09red/hsa:51176%09red
Biosynthesis of amino acids	KEGG PATHWAY	hsa01230	4	76	0.784498818301	0.99999678071	ENSG00000007350|ENSG00000170950|ENSG00000229937|ENSG00000183010	http://www.genome.jp/kegg-bin/show_pathway?hsa01230/hsa:5831%09red/hsa:8277%09red/hsa:5232%09red/hsa:221823%09red
Lysine degradation	KEGG PATHWAY	hsa00310	3	59	0.787321413129	0.99999678071	ENSG00000164256|ENSG00000126856|ENSG00000106462	http://www.genome.jp/kegg-bin/show_pathway?hsa00310/hsa:56979%09red/hsa:2146%09red/hsa:11105%09red
Pathways in cancer	KEGG PATHWAY	hsa05200	33	530	0.791621952461	0.99999678071	ENSG00000111432|ENSG00000090932|ENSG00000155897|ENSG00000138675|ENSG00000165197|ENSG00000187323|ENSG00000051180|ENSG00000162344|ENSG00000188763|ENSG00000138795|ENSG00000158815|ENSG00000181019|ENSG00000138798|ENSG00000101197|ENSG00000164362|ENSG00000142515|ENSG00000147889|ENSG00000197565|ENSG00000168243|ENSG00000007968|ENSG00000089685|ENSG00000186895|ENSG00000075388|ENSG00000105173|ENSG00000196611|ENSG00000107831|ENSG00000091128|ENSG00000115596|ENSG00000101412|ENSG00000154342|ENSG00000066032|ENSG00000100739|ENSG00000127928	http://www.genome.jp/kegg-bin/show_pathway?hsa05200/hsa:11211%09red/hsa:89780%09red/hsa:2792%09red/hsa:79444%09red/hsa:22798%09red/hsa:1728%09red/hsa:1029%09red/hsa:332%09red/hsa:623%09red/hsa:1870%09red/hsa:7475%09red/hsa:2250%09red/hsa:1630%09red/hsa:2277%09red/hsa:1950%09red/hsa:5888%09red/hsa:10683%09red/hsa:2253%09red/hsa:7015%09red/hsa:2786%09red/hsa:898%09red/hsa:8326%09red/hsa:2248%09red/hsa:2249%09red/hsa:4312%09red/hsa:8822%09red/hsa:1288%09red/hsa:51176%09red/hsa:114%09red/hsa:1496%09red/hsa:1869%09red/hsa:9965%09red/hsa:354%09red
Other types of O-glycan biosynthesis	KEGG PATHWAY	hsa00514	1	22	0.793346444566	0.99999678071	ENSG00000172986	http://www.genome.jp/kegg-bin/show_pathway?hsa00514/hsa:727936%09red
Parkinson disease	KEGG PATHWAY	hsa05012	7	129	0.803856309954	0.99999678071	ENSG00000187581|ENSG00000185633|ENSG00000131055|ENSG00000154277|ENSG00000160471|ENSG00000142319|ENSG00000170516	http://www.genome.jp/kegg-bin/show_pathway?hsa05012/hsa:56901%09red/hsa:341947%09red/hsa:7345%09red/hsa:170712%09red/hsa:125965%09red/hsa:6531%09red/hsa:84701%09red
Mannose type O-glycan biosynthesis	KEGG PATHWAY	hsa00515	1	23	0.807044350545	0.99999678071	ENSG00000172461	http://www.genome.jp/kegg-bin/show_pathway?hsa00515/hsa:10690%09red
Mismatch repair	KEGG PATHWAY	hsa03430	1	23	0.807044350545	0.99999678071	ENSG00000174371	http://www.genome.jp/kegg-bin/show_pathway?hsa03430/hsa:9156%09red
Rap1 signaling pathway	KEGG PATHWAY	hsa04015	12	211	0.809595930645	0.99999678071	ENSG00000107831|ENSG00000155897|ENSG00000138675|ENSG00000165197|ENSG00000183454|ENSG00000162344|ENSG00000176884|ENSG00000158815|ENSG00000118432|ENSG00000186895|ENSG00000075388|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa04015/hsa:1268%09red/hsa:2248%09red/hsa:2249%09red/hsa:2250%09red/hsa:8822%09red/hsa:2277%09red/hsa:1950%09red/hsa:2253%09red/hsa:114%09red/hsa:9965%09red/hsa:2903%09red/hsa:2902%09red
Alzheimer disease	KEGG PATHWAY	hsa05010	9	165	0.821237258527	0.99999678071	ENSG00000187581|ENSG00000160471|ENSG00000185633|ENSG00000183454|ENSG00000131055|ENSG00000176884|ENSG00000081248|ENSG00000170516|ENSG00000186868	http://www.genome.jp/kegg-bin/show_pathway?hsa05010/hsa:56901%09red/hsa:341947%09red/hsa:170712%09red/hsa:4137%09red/hsa:125965%09red/hsa:84701%09red/hsa:779%09red/hsa:2903%09red/hsa:2902%09red
Inflammatory mediator regulation of TRP channels	KEGG PATHWAY	hsa04750	5	100	0.832619202468	0.99999678071	ENSG00000147246|ENSG00000100739|ENSG00000155897|ENSG00000110881|ENSG00000168907	http://www.genome.jp/kegg-bin/show_pathway?hsa04750/hsa:255189%09red/hsa:41%09red/hsa:623%09red/hsa:3358%09red/hsa:114%09red
Oxytocin signaling pathway	KEGG PATHWAY	hsa04921	8	153	0.843491656107	0.99999678071	ENSG00000155897|ENSG00000075461|ENSG00000182389|ENSG00000108878|ENSG00000162728|ENSG00000157542|ENSG00000081248|ENSG00000168907	http://www.genome.jp/kegg-bin/show_pathway?hsa04921/hsa:786%09red/hsa:779%09red/hsa:785%09red/hsa:27092%09red/hsa:255189%09red/hsa:114%09red/hsa:3763%09red/hsa:3765%09red
Sphingolipid metabolism	KEGG PATHWAY	hsa00600	2	47	0.844431948762	0.99999678071	ENSG00000128242|ENSG00000174607	http://www.genome.jp/kegg-bin/show_pathway?hsa00600/hsa:7368%09red/hsa:9514%09red
Estrogen signaling pathway	KEGG PATHWAY	hsa04915	7	137	0.847588865544	0.99999678071	ENSG00000155897|ENSG00000171431|ENSG00000136928|ENSG00000162728|ENSG00000157542|ENSG00000157613|ENSG00000187242	http://www.genome.jp/kegg-bin/show_pathway?hsa04915/hsa:9568%09red/hsa:54474%09red/hsa:3859%09red/hsa:114%09red/hsa:3763%09red/hsa:90993%09red/hsa:3765%09red
Huntington disease	KEGG PATHWAY	hsa05016	10	188	0.85137973779	0.99999678071	ENSG00000168959|ENSG00000187581|ENSG00000185633|ENSG00000131055|ENSG00000176884|ENSG00000158486|ENSG00000160471|ENSG00000157613|ENSG00000170516|ENSG00000174844	http://www.genome.jp/kegg-bin/show_pathway?hsa05016/hsa:56901%09red/hsa:341947%09red/hsa:55567%09red/hsa:170712%09red/hsa:201625%09red/hsa:125965%09red/hsa:84701%09red/hsa:2915%09red/hsa:90993%09red/hsa:2902%09red
Notch signaling pathway	KEGG PATHWAY	hsa04330	2	48	0.852446071867	0.99999678071	ENSG00000090932|ENSG00000124232	http://www.genome.jp/kegg-bin/show_pathway?hsa04330/hsa:11317%09red/hsa:10683%09red
Malaria	KEGG PATHWAY	hsa05144	2	48	0.852446071867	0.99999678071	ENSG00000105664|ENSG00000113296	http://www.genome.jp/kegg-bin/show_pathway?hsa05144/hsa:1311%09red/hsa:7060%09red
Biosynthesis of unsaturated fatty acids	KEGG PATHWAY	hsa01040	1	27	0.853342307803	0.99999678071	ENSG00000119915	http://www.genome.jp/kegg-bin/show_pathway?hsa01040/hsa:83401%09red
Fatty acid elongation	KEGG PATHWAY	hsa00062	1	27	0.853342307803	0.99999678071	ENSG00000119915	http://www.genome.jp/kegg-bin/show_pathway?hsa00062/hsa:83401%09red
Colorectal cancer	KEGG PATHWAY	hsa05210	4	86	0.854787913086	0.99999678071	ENSG00000187323|ENSG00000138795|ENSG00000138798|ENSG00000089685	http://www.genome.jp/kegg-bin/show_pathway?hsa05210/hsa:332%09red/hsa:1950%09red/hsa:1630%09red/hsa:51176%09red
Rheumatoid arthritis	KEGG PATHWAY	hsa05323	4	87	0.860609376427	0.99999678071	ENSG00000095752|ENSG00000163735|ENSG00000196611|ENSG00000147614	http://www.genome.jp/kegg-bin/show_pathway?hsa05323/hsa:4312%09red/hsa:3589%09red/hsa:6374%09red/hsa:245972%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	hsa00010	3	69	0.863802665787	0.99999678071	ENSG00000132746|ENSG00000170950|ENSG00000108602	http://www.genome.jp/kegg-bin/show_pathway?hsa00010/hsa:218%09red/hsa:5232%09red/hsa:222%09red
Cholesterol metabolism	KEGG PATHWAY	hsa04979	2	50	0.867353949448	0.99999678071	ENSG00000110244|ENSG00000147465	http://www.genome.jp/kegg-bin/show_pathway?hsa04979/hsa:337%09red/hsa:6770%09red
Platinum drug resistance	KEGG PATHWAY	hsa01524	3	72	0.881465177592	0.99999678071	ENSG00000147889|ENSG00000131747|ENSG00000089685	http://www.genome.jp/kegg-bin/show_pathway?hsa01524/hsa:332%09red/hsa:7153%09red/hsa:1029%09red
Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	hsa04932	7	145	0.883108975851	0.99999678071	ENSG00000187581|ENSG00000174697|ENSG00000185633|ENSG00000131055|ENSG00000181092|ENSG00000160471|ENSG00000170516	http://www.genome.jp/kegg-bin/show_pathway?hsa04932/hsa:56901%09red/hsa:3952%09red/hsa:341947%09red/hsa:170712%09red/hsa:9370%09red/hsa:125965%09red/hsa:84701%09red
Antifolate resistance	KEGG PATHWAY	hsa01523	1	31	0.888536057741	0.99999678071	ENSG00000110195	http://www.genome.jp/kegg-bin/show_pathway?hsa01523/hsa:2348%09red
Axon guidance	KEGG PATHWAY	hsa04360	9	181	0.888702649732	0.99999678071	ENSG00000157851|ENSG00000113763|ENSG00000187323|ENSG00000169855|ENSG00000133216|ENSG00000145242|ENSG00000101144|ENSG00000082684|ENSG00000156687	http://www.genome.jp/kegg-bin/show_pathway?hsa04360/hsa:655%09red/hsa:90249%09red/hsa:6091%09red/hsa:137970%09red/hsa:1630%09red/hsa:54437%09red/hsa:2044%09red/hsa:2048%09red/hsa:56896%09red
Amoebiasis	KEGG PATHWAY	hsa05146	4	93	0.891495487994	0.99999678071	ENSG00000206073|ENSG00000197565|ENSG00000057149|ENSG00000091128	http://www.genome.jp/kegg-bin/show_pathway?hsa05146/hsa:6318%09red/hsa:22798%09red/hsa:1288%09red/hsa:6317%09red
Autophagy - other	KEGG PATHWAY	hsa04136	1	32	0.895926776567	0.99999678071	ENSG00000196289	http://www.genome.jp/kegg-bin/show_pathway?hsa04136/hsa:441925%09red
TGF-beta signaling pathway	KEGG PATHWAY	hsa04350	4	94	0.896015116462	0.99999678071	ENSG00000101144|ENSG00000105697|ENSG00000164093|ENSG00000104899	http://www.genome.jp/kegg-bin/show_pathway?hsa04350/hsa:268%09red/hsa:5308%09red/hsa:57817%09red/hsa:655%09red
Regulation of lipolysis in adipocytes	KEGG PATHWAY	hsa04923	2	55	0.898761981467	0.99999678071	ENSG00000155897|ENSG00000170323	http://www.genome.jp/kegg-bin/show_pathway?hsa04923/hsa:2167%09red/hsa:114%09red
Vascular smooth muscle contraction	KEGG PATHWAY	hsa04270	6	132	0.901034112839	0.99999678071	ENSG00000155897|ENSG00000188784|ENSG00000081248|ENSG00000215262|ENSG00000110680|ENSG00000168907	http://www.genome.jp/kegg-bin/show_pathway?hsa04270/hsa:157855%09red/hsa:796%09red/hsa:779%09red/hsa:255189%09red/hsa:114%09red/hsa:30814%09red
Chronic myeloid leukemia	KEGG PATHWAY	hsa05220	3	76	0.901829532778	0.99999678071	ENSG00000007968|ENSG00000147889|ENSG00000101412	http://www.genome.jp/kegg-bin/show_pathway?hsa05220/hsa:1870%09red/hsa:1869%09red/hsa:1029%09red
Base excision repair	KEGG PATHWAY	hsa03410	1	33	0.902827695961	0.99999678071	ENSG00000109674	http://www.genome.jp/kegg-bin/show_pathway?hsa03410/hsa:55247%09red
Pyrimidine metabolism	KEGG PATHWAY	hsa00240	2	57	0.9092647141	0.99999678071	ENSG00000168032|ENSG00000167900	http://www.genome.jp/kegg-bin/show_pathway?hsa00240/hsa:7083%09red/hsa:956%09red
Fructose and mannose metabolism	KEGG PATHWAY	hsa00051	1	34	0.909271259523	0.99999678071	ENSG00000198074	http://www.genome.jp/kegg-bin/show_pathway?hsa00051/hsa:57016%09red
Viral protein interaction with cytokine and cytokine receptor	KEGG PATHWAY	hsa04061	4	98	0.912476421872	0.99999678071	ENSG00000183625|ENSG00000006606|ENSG00000163735|ENSG00000131142	http://www.genome.jp/kegg-bin/show_pathway?hsa04061/hsa:1232%09red/hsa:6370%09red/hsa:10344%09red/hsa:6374%09red
Primary immunodeficiency	KEGG PATHWAY	hsa05340	1	35	0.915287762933	0.99999678071	ENSG00000160224	http://www.genome.jp/kegg-bin/show_pathway?hsa05340/hsa:326%09red
Choline metabolism in cancer	KEGG PATHWAY	hsa05231	4	99	0.916210969042	0.99999678071	ENSG00000137968|ENSG00000168907|ENSG00000138798|ENSG00000274588	http://www.genome.jp/kegg-bin/show_pathway?hsa05231/hsa:255189%09red/hsa:1950%09red/hsa:139189%09red/hsa:204962%09red
Apelin signaling pathway	KEGG PATHWAY	hsa04371	6	137	0.917917620824	0.99999678071	ENSG00000155897|ENSG00000196289|ENSG00000168243|ENSG00000171388|ENSG00000127928|ENSG00000118785	http://www.genome.jp/kegg-bin/show_pathway?hsa04371/hsa:441925%09red/hsa:2792%09red/hsa:6696%09red/hsa:2786%09red/hsa:8862%09red/hsa:114%09red
Apoptosis	KEGG PATHWAY	hsa04210	6	138	0.920975392793	0.99999678071	ENSG00000089685|ENSG00000198033|ENSG00000163554|ENSG00000136943|ENSG00000135116|ENSG00000178462	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:7278%09red/hsa:1515%09red/hsa:79861%09red/hsa:8739%09red/hsa:6708%09red/hsa:332%09red
AMPK signaling pathway	KEGG PATHWAY	hsa04152	5	120	0.92281046279	0.99999678071	ENSG00000074211|ENSG00000181092|ENSG00000174697|ENSG00000145386|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa04152/hsa:5522%09red/hsa:90993%09red/hsa:9370%09red/hsa:890%09red/hsa:3952%09red
Thyroid cancer	KEGG PATHWAY	hsa05216	1	37	0.926150875767	0.99999678071	ENSG00000138795	http://www.genome.jp/kegg-bin/show_pathway?hsa05216/hsa:51176%09red
DNA replication	KEGG PATHWAY	hsa03030	1	37	0.926150875767	0.99999678071	ENSG00000073111	http://www.genome.jp/kegg-bin/show_pathway?hsa03030/hsa:4171%09red
MicroRNAs in cancer	KEGG PATHWAY	hsa05206	15	299	0.930444185111	0.99999678071	ENSG00000007968|ENSG00000128710|ENSG00000207805|ENSG00000019186|ENSG00000147889|ENSG00000149948|ENSG00000154342|ENSG00000158402|ENSG00000101412|ENSG00000146670|ENSG00000159217|ENSG00000137807|ENSG00000105173|ENSG00000106462|ENSG00000206557	http://www.genome.jp/kegg-bin/show_pathway?hsa05206/hsa:131405%09red/hsa:9493%09red/hsa:995%09red/hsa:89780%09red/hsa:3236%09red/hsa:619552%09red/hsa:898%09red/hsa:2146%09red/hsa:1870%09red/hsa:8091%09red/hsa:1029%09red/hsa:113130%09red/hsa:10642%09red/hsa:1591%09red/hsa:1869%09red
Lysosome	KEGG PATHWAY	hsa04142	5	124	0.934519030486	0.99999678071	ENSG00000196188|ENSG00000129354|ENSG00000147614|ENSG00000136943|ENSG00000178597	http://www.genome.jp/kegg-bin/show_pathway?hsa04142/hsa:768239%09red/hsa:10053%09red/hsa:1510%09red/hsa:1515%09red/hsa:245972%09red
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	7	163	0.938363076943	0.99999678071	ENSG00000131095|ENSG00000174697|ENSG00000205755|ENSG00000172458|ENSG00000095752|ENSG00000136487|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:2689%09red/hsa:3952%09red/hsa:2670%09red/hsa:64109%09red/hsa:1950%09red/hsa:3589%09red/hsa:53342%09red
Staphylococcus aureus infection	KEGG PATHWAY	hsa05150	2	64	0.938510137151	0.99999678071	ENSG00000164816|ENSG00000164822	http://www.genome.jp/kegg-bin/show_pathway?hsa05150/hsa:1670%09red/hsa:1671%09red
Ferroptosis	KEGG PATHWAY	hsa04216	1	40	0.93989151258	0.99999678071	ENSG00000151012	http://www.genome.jp/kegg-bin/show_pathway?hsa04216/hsa:23657%09red
Thermogenesis	KEGG PATHWAY	hsa04714	10	218	0.940394941143	0.99999678071	ENSG00000187581|ENSG00000155897|ENSG00000185633|ENSG00000131055|ENSG00000115263|ENSG00000157613|ENSG00000160471|ENSG00000118432|ENSG00000011332|ENSG00000170516	http://www.genome.jp/kegg-bin/show_pathway?hsa04714/hsa:1268%09red/hsa:8193%09red/hsa:56901%09red/hsa:341947%09red/hsa:170712%09red/hsa:2641%09red/hsa:125965%09red/hsa:84701%09red/hsa:114%09red/hsa:90993%09red
Mitophagy - animal	KEGG PATHWAY	hsa04137	2	65	0.94187340134	0.99999678071	ENSG00000196289|ENSG00000101412	http://www.genome.jp/kegg-bin/show_pathway?hsa04137/hsa:1869%09red/hsa:441925%09red
Phospholipase D signaling pathway	KEGG PATHWAY	hsa04072	6	147	0.944287652511	0.99999678071	ENSG00000168959|ENSG00000155897|ENSG00000124493|ENSG00000138798|ENSG00000168907|ENSG00000274588	http://www.genome.jp/kegg-bin/show_pathway?hsa04072/hsa:255189%09red/hsa:139189%09red/hsa:114%09red/hsa:1950%09red/hsa:2914%09red/hsa:2915%09red
Longevity regulating pathway	KEGG PATHWAY	hsa04211	3	90	0.950549250634	0.99999678071	ENSG00000181092|ENSG00000155897|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa04211/hsa:90993%09red/hsa:9370%09red/hsa:114%09red
Renin secretion	KEGG PATHWAY	hsa04924	2	68	0.950943949997	0.99999678071	ENSG00000081248|ENSG00000154678	http://www.genome.jp/kegg-bin/show_pathway?hsa04924/hsa:779%09red/hsa:5137%09red
Purine metabolism	KEGG PATHWAY	hsa00230	5	131	0.951233436685	0.99999678071	ENSG00000168032|ENSG00000070019|ENSG00000155897|ENSG00000229937|ENSG00000154678	http://www.genome.jp/kegg-bin/show_pathway?hsa00230/hsa:956%09red/hsa:221823%09red/hsa:2984%09red/hsa:5137%09red/hsa:114%09red
Tight junction	KEGG PATHWAY	hsa04530	7	170	0.952635677821	0.99999678071	ENSG00000074211|ENSG00000164007|ENSG00000006788|ENSG00000198033|ENSG00000066405|ENSG00000109061|ENSG00000178462	http://www.genome.jp/kegg-bin/show_pathway?hsa04530/hsa:5522%09red/hsa:51208%09red/hsa:7278%09red/hsa:79861%09red/hsa:8735%09red/hsa:4619%09red/hsa:149461%09red
FoxO signaling pathway	KEGG PATHWAY	hsa04068	5	132	0.953275614396	0.99999678071	ENSG00000157456|ENSG00000176165|ENSG00000166851|ENSG00000138798|ENSG00000134057	http://www.genome.jp/kegg-bin/show_pathway?hsa04068/hsa:2290%09red/hsa:5347%09red/hsa:1950%09red/hsa:9133%09red/hsa:891%09red
Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670	4	112	0.953286152837	0.99999678071	ENSG00000164007|ENSG00000066032|ENSG00000066405|ENSG00000154096	http://www.genome.jp/kegg-bin/show_pathway?hsa04670/hsa:1496%09red/hsa:51208%09red/hsa:7070%09red/hsa:149461%09red
Adipocytokine signaling pathway	KEGG PATHWAY	hsa04920	2	69	0.953654798681	0.99999678071	ENSG00000174697|ENSG00000181092	http://www.genome.jp/kegg-bin/show_pathway?hsa04920/hsa:9370%09red/hsa:3952%09red
Prolactin signaling pathway	KEGG PATHWAY	hsa04917	2	70	0.956222002478	0.99999678071	ENSG00000135222|ENSG00000148795	http://www.genome.jp/kegg-bin/show_pathway?hsa04917/hsa:1447%09red/hsa:1586%09red
Proteasome	KEGG PATHWAY	hsa03050	1	45	0.957352103498	0.99999678071	ENSG00000154611	http://www.genome.jp/kegg-bin/show_pathway?hsa03050/hsa:143471%09red
GnRH signaling pathway	KEGG PATHWAY	hsa04912	3	93	0.957503468974	0.99999678071	ENSG00000081248|ENSG00000155897|ENSG00000168907	http://www.genome.jp/kegg-bin/show_pathway?hsa04912/hsa:255189%09red/hsa:779%09red/hsa:114%09red
Intestinal immune network for IgA production	KEGG PATHWAY	hsa04672	1	46	0.960181340262	0.99999678071	ENSG00000131142	http://www.genome.jp/kegg-bin/show_pathway?hsa04672/hsa:6370%09red
Adherens junction	KEGG PATHWAY	hsa04520	2	72	0.960953654878	0.99999678071	ENSG00000066032|ENSG00000138795	http://www.genome.jp/kegg-bin/show_pathway?hsa04520/hsa:1496%09red/hsa:51176%09red
