##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
photoreceptor outer segment membrane	Gene Ontology	GO:0042622	1	15	0.666028477139	0.855093271689	ENSG00000163914	http://amigo.geneontology.org/amigo/term/GO:0042622
positive regulation of protein processing	Gene Ontology	GO:0010954	1	15	0.666028477139	0.855093271689	ENSG00000118245	http://amigo.geneontology.org/amigo/term/GO:0010954
CXCR chemokine receptor binding	Gene Ontology	GO:0045236	1	15	0.666028477139	0.855093271689	ENSG00000163735	http://amigo.geneontology.org/amigo/term/GO:0045236
1-phosphatidylinositol-3-kinase regulator activity	Gene Ontology	GO:0046935	1	15	0.666028477139	0.855093271689	ENSG00000110148	http://amigo.geneontology.org/amigo/term/GO:0046935
DNA double-strand break processing	Gene Ontology	GO:0000729	1	15	0.666028477139	0.855093271689	ENSG00000197299	http://amigo.geneontology.org/amigo/term/GO:0000729
platelet-derived growth factor receptor binding	Gene Ontology	GO:0005161	1	15	0.666028477139	0.855093271689	ENSG00000165197	http://amigo.geneontology.org/amigo/term/GO:0005161
P granule	Gene Ontology	GO:0043186	1	15	0.666028477139	0.855093271689	ENSG00000143194	http://amigo.geneontology.org/amigo/term/GO:0043186
cellular protein catabolic process	Gene Ontology	GO:0044257	1	15	0.666028477139	0.855093271689	ENSG00000046774	http://amigo.geneontology.org/amigo/term/GO:0044257
response to organonitrogen compound	Gene Ontology	GO:0010243	1	15	0.666028477139	0.855093271689	ENSG00000078900	http://amigo.geneontology.org/amigo/term/GO:0010243
intrinsic apoptotic signaling pathway in response to oxidative stress	Gene Ontology	GO:0008631	1	15	0.666028477139	0.855093271689	ENSG00000165304	http://amigo.geneontology.org/amigo/term/GO:0008631
somite development	Gene Ontology	GO:0061053	1	15	0.666028477139	0.855093271689	ENSG00000176887	http://amigo.geneontology.org/amigo/term/GO:0061053
protein heterotetramerization	Gene Ontology	GO:0051290	1	15	0.666028477139	0.855093271689	ENSG00000176884	http://amigo.geneontology.org/amigo/term/GO:0051290
peptide catabolic process	Gene Ontology	GO:0043171	1	15	0.666028477139	0.855093271689	ENSG00000172901	http://amigo.geneontology.org/amigo/term/GO:0043171
glycine binding	Gene Ontology	GO:0016594	1	15	0.666028477139	0.855093271689	ENSG00000176884	http://amigo.geneontology.org/amigo/term/GO:0016594
centrosome localization	Gene Ontology	GO:0051642	1	15	0.666028477139	0.855093271689	ENSG00000087586	http://amigo.geneontology.org/amigo/term/GO:0051642
positive regulation of neuron migration	Gene Ontology	GO:2001224	1	15	0.666028477139	0.855093271689	ENSG00000110492	http://amigo.geneontology.org/amigo/term/GO:2001224
fatty acid oxidation	Gene Ontology	GO:0019395	1	15	0.666028477139	0.855093271689	ENSG00000181092	http://amigo.geneontology.org/amigo/term/GO:0019395
negative regulation of cell-cell adhesion	Gene Ontology	GO:0022408	1	15	0.666028477139	0.855093271689	ENSG00000167080	http://amigo.geneontology.org/amigo/term/GO:0022408
axon development	Gene Ontology	GO:0061564	1	15	0.666028477139	0.855093271689	ENSG00000186868	http://amigo.geneontology.org/amigo/term/GO:0061564
protein kinase C signaling	Gene Ontology	GO:0070528	1	15	0.666028477139	0.855093271689	ENSG00000130300	http://amigo.geneontology.org/amigo/term/GO:0070528
microtubule anchoring	Gene Ontology	GO:0034453	1	15	0.666028477139	0.855093271689	ENSG00000260220	http://amigo.geneontology.org/amigo/term/GO:0034453
smoothened signaling pathway	Gene Ontology	GO:0007224	4	64	0.667311807646	0.855182311264	ENSG00000123473|ENSG00000125820|ENSG00000204624|ENSG00000163623	http://amigo.geneontology.org/amigo/term/GO:0007224
acetylglucosaminyltransferase activity	Gene Ontology	GO:0008375	2	32	0.66819643658	0.855182311264	ENSG00000172318|ENSG00000158008	http://amigo.geneontology.org/amigo/term/GO:0008375
ceramide biosynthetic process	Gene Ontology	GO:0046513	2	32	0.66819643658	0.855182311264	ENSG00000223802|ENSG00000149926	http://amigo.geneontology.org/amigo/term/GO:0046513
regulation of angiogenesis	Gene Ontology	GO:0045765	2	32	0.66819643658	0.855182311264	ENSG00000174697|ENSG00000143125	http://amigo.geneontology.org/amigo/term/GO:0045765
positive regulation of G1/S transition of mitotic cell cycle	Gene Ontology	GO:1900087	2	32	0.66819643658	0.855182311264	ENSG00000164362|ENSG00000093009	http://amigo.geneontology.org/amigo/term/GO:1900087
negative regulation of endothelial cell apoptotic process	Gene Ontology	GO:2000352	2	32	0.66819643658	0.855182311264	ENSG00000164362|ENSG00000095752	http://amigo.geneontology.org/amigo/term/GO:2000352
activation of protein kinase B activity	Gene Ontology	GO:0032148	2	32	0.66819643658	0.855182311264	ENSG00000184160|ENSG00000087250	http://amigo.geneontology.org/amigo/term/GO:0032148
regulation of cytokine production	Gene Ontology	GO:0001817	2	32	0.66819643658	0.855182311264	ENSG00000168903|ENSG00000113303	http://amigo.geneontology.org/amigo/term/GO:0001817
DNA damage checkpoint	Gene Ontology	GO:0000077	2	32	0.66819643658	0.855182311264	ENSG00000101412|ENSG00000092853	http://amigo.geneontology.org/amigo/term/GO:0000077
regulation of presynapse assembly	Gene Ontology	GO:1905606	2	32	0.66819643658	0.855182311264	ENSG00000178235|ENSG00000154342	http://amigo.geneontology.org/amigo/term/GO:1905606
epidermis development	Gene Ontology	GO:0008544	5	80	0.67108051884	0.85860380354	ENSG00000159184|ENSG00000184486|ENSG00000135443|ENSG00000167880|ENSG00000114270	http://amigo.geneontology.org/amigo/term/GO:0008544
SMAD binding	Gene Ontology	GO:0046332	3	49	0.678276978076	0.863112330545	ENSG00000149948|ENSG00000160973|ENSG00000157613	http://amigo.geneontology.org/amigo/term/GO:0046332
positive regulation of tumor necrosis factor production	Gene Ontology	GO:0032760	3	49	0.678276978076	0.863112330545	ENSG00000016082|ENSG00000174697|ENSG00000104899	http://amigo.geneontology.org/amigo/term/GO:0032760
regulation of cell adhesion	Gene Ontology	GO:0030155	3	49	0.678276978076	0.863112330545	ENSG00000176920|ENSG00000118193|ENSG00000133710	http://amigo.geneontology.org/amigo/term/GO:0030155
intermediate filament cytoskeleton	Gene Ontology	GO:0045111	3	49	0.678276978076	0.863112330545	ENSG00000131095|ENSG00000167880|ENSG00000106031	http://amigo.geneontology.org/amigo/term/GO:0045111
cognition	Gene Ontology	GO:0050890	3	49	0.678276978076	0.863112330545	ENSG00000168959|ENSG00000137868|ENSG00000168539	http://amigo.geneontology.org/amigo/term/GO:0050890
response to insulin	Gene Ontology	GO:0032868	4	65	0.678537905544	0.863112330545	ENSG00000054356|ENSG00000174697|ENSG00000106128|ENSG00000069482	http://amigo.geneontology.org/amigo/term/GO:0032868
regulation of circadian rhythm	Gene Ontology	GO:0042752	4	65	0.678537905544	0.863112330545	ENSG00000122375|ENSG00000106462|ENSG00000170312|ENSG00000131747	http://amigo.geneontology.org/amigo/term/GO:0042752
cell chemotaxis	Gene Ontology	GO:0060326	4	65	0.678537905544	0.863112330545	ENSG00000183625|ENSG00000138795|ENSG00000170689|ENSG00000131142	http://amigo.geneontology.org/amigo/term/GO:0060326
negative regulation of NF-kappaB transcription factor activity	Gene Ontology	GO:0032088	5	81	0.681117993931	0.863112330545	ENSG00000147889|ENSG00000101144|ENSG00000129654|ENSG00000183763|ENSG00000169900	http://amigo.geneontology.org/amigo/term/GO:0032088
dendrite cytoplasm	Gene Ontology	GO:0032839	2	33	0.683746534837	0.863112330545	ENSG00000164418|ENSG00000155980	http://amigo.geneontology.org/amigo/term/GO:0032839
response to interleukin-1	Gene Ontology	GO:0070555	2	33	0.683746534837	0.863112330545	ENSG00000158022|ENSG00000164756	http://amigo.geneontology.org/amigo/term/GO:0070555
vesicle docking involved in exocytosis	Gene Ontology	GO:0006904	2	33	0.683746534837	0.863112330545	ENSG00000145920|ENSG00000169213	http://amigo.geneontology.org/amigo/term/GO:0006904
glutathione metabolic process	Gene Ontology	GO:0006749	2	33	0.683746534837	0.863112330545	ENSG00000015413|ENSG00000160211	http://amigo.geneontology.org/amigo/term/GO:0006749
endonuclease activity	Gene Ontology	GO:0004519	2	33	0.683746534837	0.863112330545	ENSG00000147485|ENSG00000154920	http://amigo.geneontology.org/amigo/term/GO:0004519
sodium channel regulator activity	Gene Ontology	GO:0017080	2	33	0.683746534837	0.863112330545	ENSG00000089356|ENSG00000215148	http://amigo.geneontology.org/amigo/term/GO:0017080
steroid binding	Gene Ontology	GO:0005496	2	33	0.683746534837	0.863112330545	ENSG00000242515|ENSG00000185615	http://amigo.geneontology.org/amigo/term/GO:0005496
extrinsic apoptotic signaling pathway in absence of ligand	Gene Ontology	GO:0097192	2	33	0.683746534837	0.863112330545	ENSG00000148346|ENSG00000187323	http://amigo.geneontology.org/amigo/term/GO:0097192
actin binding	Gene Ontology	GO:0003779	17	264	0.685427090586	0.863112330545	ENSG00000011426|ENSG00000121621|ENSG00000129991|ENSG00000155897|ENSG00000196091|ENSG00000133454|ENSG00000128591|ENSG00000186868|ENSG00000086967|ENSG00000130595|ENSG00000130598|ENSG00000159763|ENSG00000171450|ENSG00000139734|ENSG00000198758|ENSG00000155816|ENSG00000103546	http://amigo.geneontology.org/amigo/term/GO:0003779
wound healing, spreading of cells	Gene Ontology	GO:0044319	1	16	0.68815999066	0.863112330545	ENSG00000145386	http://amigo.geneontology.org/amigo/term/GO:0044319
apoptotic DNA fragmentation	Gene Ontology	GO:0006309	1	16	0.68815999066	0.863112330545	ENSG00000183770	http://amigo.geneontology.org/amigo/term/GO:0006309
cellular response to chemokine	Gene Ontology	GO:1990869	1	16	0.68815999066	0.863112330545	ENSG00000115386	http://amigo.geneontology.org/amigo/term/GO:1990869
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	Gene Ontology	GO:0016709	1	16	0.68815999066	0.863112330545	ENSG00000095596	http://amigo.geneontology.org/amigo/term/GO:0016709
clathrin adaptor activity	Gene Ontology	GO:0035615	1	16	0.68815999066	0.863112330545	ENSG00000129354	http://amigo.geneontology.org/amigo/term/GO:0035615
endoplasmic reticulum tubular network	Gene Ontology	GO:0071782	1	16	0.68815999066	0.863112330545	ENSG00000132563	http://amigo.geneontology.org/amigo/term/GO:0071782
low-density lipoprotein particle remodeling	Gene Ontology	GO:0034374	1	16	0.68815999066	0.863112330545	ENSG00000188784	http://amigo.geneontology.org/amigo/term/GO:0034374
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	Gene Ontology	GO:1902166	1	16	0.68815999066	0.863112330545	ENSG00000104899	http://amigo.geneontology.org/amigo/term/GO:1902166
phosphatidylcholine metabolic process	Gene Ontology	GO:0046470	1	16	0.68815999066	0.863112330545	ENSG00000110244	http://amigo.geneontology.org/amigo/term/GO:0046470
detection of temperature stimulus involved in sensory perception of pain	Gene Ontology	GO:0050965	1	16	0.68815999066	0.863112330545	ENSG00000110680	http://amigo.geneontology.org/amigo/term/GO:0050965
positive regulation of vascular associated smooth muscle cell migration	Gene Ontology	GO:1904754	1	16	0.68815999066	0.863112330545	ENSG00000164362	http://amigo.geneontology.org/amigo/term/GO:1904754
ERAD pathway	Gene Ontology	GO:0036503	1	16	0.68815999066	0.863112330545	ENSG00000174672	http://amigo.geneontology.org/amigo/term/GO:0036503
long-chain fatty acid transport	Gene Ontology	GO:0015909	1	16	0.68815999066	0.863112330545	ENSG00000170323	http://amigo.geneontology.org/amigo/term/GO:0015909
lipoxygenase pathway	Gene Ontology	GO:0019372	1	16	0.68815999066	0.863112330545	ENSG00000179593	http://amigo.geneontology.org/amigo/term/GO:0019372
ESC/E(Z) complex	Gene Ontology	GO:0035098	1	16	0.68815999066	0.863112330545	ENSG00000106462	http://amigo.geneontology.org/amigo/term/GO:0035098
positive regulation of lipid biosynthetic process	Gene Ontology	GO:0046889	1	16	0.68815999066	0.863112330545	ENSG00000110244	http://amigo.geneontology.org/amigo/term/GO:0046889
mitochondria-associated endoplasmic reticulum membrane	Gene Ontology	GO:0044233	1	16	0.68815999066	0.863112330545	ENSG00000147378	http://amigo.geneontology.org/amigo/term/GO:0044233
estrous cycle	Gene Ontology	GO:0044849	1	16	0.68815999066	0.863112330545	ENSG00000110492	http://amigo.geneontology.org/amigo/term/GO:0044849
metalloendopeptidase inhibitor activity	Gene Ontology	GO:0008191	1	16	0.68815999066	0.863112330545	ENSG00000152377	http://amigo.geneontology.org/amigo/term/GO:0008191
homeostasis of number of cells	Gene Ontology	GO:0048872	1	16	0.68815999066	0.863112330545	ENSG00000135638	http://amigo.geneontology.org/amigo/term/GO:0048872
regulation of vasoconstriction	Gene Ontology	GO:0019229	1	16	0.68815999066	0.863112330545	ENSG00000100739	http://amigo.geneontology.org/amigo/term/GO:0019229
epithelial cell morphogenesis	Gene Ontology	GO:0003382	1	16	0.68815999066	0.863112330545	ENSG00000101842	http://amigo.geneontology.org/amigo/term/GO:0003382
negative regulation of cAMP-mediated signaling	Gene Ontology	GO:0043951	1	16	0.68815999066	0.863112330545	ENSG00000141576	http://amigo.geneontology.org/amigo/term/GO:0043951
eosinophil chemotaxis	Gene Ontology	GO:0048245	1	16	0.68815999066	0.863112330545	ENSG00000006606	http://amigo.geneontology.org/amigo/term/GO:0048245
sialyltransferase activity	Gene Ontology	GO:0008373	1	16	0.68815999066	0.863112330545	ENSG00000117069	http://amigo.geneontology.org/amigo/term/GO:0008373
CARD domain binding	Gene Ontology	GO:0050700	1	16	0.68815999066	0.863112330545	ENSG00000255501	http://amigo.geneontology.org/amigo/term/GO:0050700
positive regulation of calcineurin-NFAT signaling cascade	Gene Ontology	GO:0070886	1	16	0.68815999066	0.863112330545	ENSG00000166869	http://amigo.geneontology.org/amigo/term/GO:0070886
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	Gene Ontology	GO:0045869	1	16	0.68815999066	0.863112330545	ENSG00000149948	http://amigo.geneontology.org/amigo/term/GO:0045869
smooth muscle contraction	Gene Ontology	GO:0006939	1	16	0.68815999066	0.863112330545	ENSG00000100739	http://amigo.geneontology.org/amigo/term/GO:0006939
monocarboxylic acid transport	Gene Ontology	GO:0015718	1	16	0.68815999066	0.863112330545	ENSG00000132164	http://amigo.geneontology.org/amigo/term/GO:0015718
mammary gland alveolus development	Gene Ontology	GO:0060749	1	16	0.68815999066	0.863112330545	ENSG00000138798	http://amigo.geneontology.org/amigo/term/GO:0060749
regulation of protein kinase B signaling	Gene Ontology	GO:0051896	1	16	0.68815999066	0.863112330545	ENSG00000274391	http://amigo.geneontology.org/amigo/term/GO:0051896
mRNA destabilization	Gene Ontology	GO:0061157	1	16	0.68815999066	0.863112330545	ENSG00000112183	http://amigo.geneontology.org/amigo/term/GO:0061157
miRNA metabolic process	Gene Ontology	GO:0010586	1	16	0.68815999066	0.863112330545	ENSG00000206557	http://amigo.geneontology.org/amigo/term/GO:0010586
dynactin complex	Gene Ontology	GO:0005869	1	16	0.68815999066	0.863112330545	ENSG00000117148	http://amigo.geneontology.org/amigo/term/GO:0005869
apolipoprotein binding	Gene Ontology	GO:0034185	1	16	0.68815999066	0.863112330545	ENSG00000186868	http://amigo.geneontology.org/amigo/term/GO:0034185
phosphatidylinositol phosphate binding	Gene Ontology	GO:1901981	1	16	0.68815999066	0.863112330545	ENSG00000172020	http://amigo.geneontology.org/amigo/term/GO:1901981
positive regulation of histone H3-K4 methylation	Gene Ontology	GO:0051571	1	16	0.68815999066	0.863112330545	ENSG00000115263	http://amigo.geneontology.org/amigo/term/GO:0051571
cellular response to prostaglandin E stimulus	Gene Ontology	GO:0071380	1	16	0.68815999066	0.863112330545	ENSG00000186912	http://amigo.geneontology.org/amigo/term/GO:0071380
chemokine receptor activity	Gene Ontology	GO:0004950	1	16	0.68815999066	0.863112330545	ENSG00000183625	http://amigo.geneontology.org/amigo/term/GO:0004950
calcium ion import across plasma membrane	Gene Ontology	GO:0098703	1	16	0.68815999066	0.863112330545	ENSG00000130054	http://amigo.geneontology.org/amigo/term/GO:0098703
positive regulation of T cell activation	Gene Ontology	GO:0050870	1	16	0.68815999066	0.863112330545	ENSG00000154096	http://amigo.geneontology.org/amigo/term/GO:0050870
regulation of ryanodine-sensitive calcium-release channel activity	Gene Ontology	GO:0060314	1	16	0.68815999066	0.863112330545	ENSG00000154118	http://amigo.geneontology.org/amigo/term/GO:0060314
monocyte differentiation	Gene Ontology	GO:0030224	1	16	0.68815999066	0.863112330545	ENSG00000164509	http://amigo.geneontology.org/amigo/term/GO:0030224
Ras GTPase binding	Gene Ontology	GO:0017016	1	16	0.68815999066	0.863112330545	ENSG00000183856	http://amigo.geneontology.org/amigo/term/GO:0017016
regulation of protein catabolic process	Gene Ontology	GO:0042176	1	16	0.68815999066	0.863112330545	ENSG00000101447	http://amigo.geneontology.org/amigo/term/GO:0042176
early endosome membrane	Gene Ontology	GO:0031901	10	159	0.688633462593	0.863440418482	ENSG00000107984|ENSG00000154342|ENSG00000140600|ENSG00000177182|ENSG00000055732|ENSG00000152128|ENSG00000125869|ENSG00000131650|ENSG00000167332|ENSG00000146352	http://amigo.geneontology.org/amigo/term/GO:0031901
activation of protein kinase activity	Gene Ontology	GO:0032147	4	66	0.689496745241	0.864256916905	ENSG00000114346|ENSG00000110680|ENSG00000092853|ENSG00000118193	http://amigo.geneontology.org/amigo/term/GO:0032147
centriole	Gene Ontology	GO:0005814	9	144	0.690648575406	0.865277075158	ENSG00000166851|ENSG00000123473|ENSG00000162004|ENSG00000075702|ENSG00000138180|ENSG00000087586|ENSG00000131747|ENSG00000177143|ENSG00000162062	http://amigo.geneontology.org/amigo/term/GO:0005814
E-box binding	Gene Ontology	GO:0070888	3	50	0.690809300077	0.865277075158	ENSG00000260428|ENSG00000168267|ENSG00000162992	http://amigo.geneontology.org/amigo/term/GO:0070888
positive regulation of catalytic activity	Gene Ontology	GO:0043085	5	82	0.690947632531	0.865277075158	ENSG00000196748|ENSG00000137392|ENSG00000240045|ENSG00000087250|ENSG00000204140	http://amigo.geneontology.org/amigo/term/GO:0043085
Wnt signaling pathway	Gene Ontology	GO:0016055	12	190	0.692709385845	0.866950475221	ENSG00000167941|ENSG00000156076|ENSG00000154342|ENSG00000169862|ENSG00000140807|ENSG00000171243|ENSG00000138795|ENSG00000104371|ENSG00000105173|ENSG00000131650|ENSG00000116035|ENSG00000115596	http://amigo.geneontology.org/amigo/term/GO:0016055
heart development	Gene Ontology	GO:0007507	12	190	0.692709385845	0.866950475221	ENSG00000248329|ENSG00000241186|ENSG00000016082|ENSG00000129654|ENSG00000132429|ENSG00000168779|ENSG00000157766|ENSG00000015413|ENSG00000137868|ENSG00000225366|ENSG00000129991|ENSG00000115593	http://amigo.geneontology.org/amigo/term/GO:0007507
external side of plasma membrane	Gene Ontology	GO:0009897	19	296	0.696692935108	0.871229064811	ENSG00000154096|ENSG00000136011|ENSG00000146013|ENSG00000145242|ENSG00000183625|ENSG00000091129|ENSG00000140945|ENSG00000205755|ENSG00000164509|ENSG00000107831|ENSG00000006016|ENSG00000168065|ENSG00000136943|ENSG00000168903|ENSG00000113303|ENSG00000166828|ENSG00000114923|ENSG00000169760|ENSG00000120251	http://amigo.geneontology.org/amigo/term/GO:0009897
tissue development	Gene Ontology	GO:0009888	2	34	0.698693640197	0.871229064811	ENSG00000168267|ENSG00000091128	http://amigo.geneontology.org/amigo/term/GO:0009888
dendrite morphogenesis	Gene Ontology	GO:0048813	2	34	0.698693640197	0.871229064811	ENSG00000066032|ENSG00000008735	http://amigo.geneontology.org/amigo/term/GO:0048813
response to cold	Gene Ontology	GO:0009409	2	34	0.698693640197	0.871229064811	ENSG00000102109|ENSG00000150394	http://amigo.geneontology.org/amigo/term/GO:0009409
positive regulation of JUN kinase activity	Gene Ontology	GO:0043507	2	34	0.698693640197	0.871229064811	ENSG00000111432|ENSG00000107984	http://amigo.geneontology.org/amigo/term/GO:0043507
filamentous actin	Gene Ontology	GO:0031941	2	34	0.698693640197	0.871229064811	ENSG00000133454|ENSG00000166866	http://amigo.geneontology.org/amigo/term/GO:0031941
positive regulation of telomerase activity	Gene Ontology	GO:0051973	2	34	0.698693640197	0.871229064811	ENSG00000178999|ENSG00000117650	http://amigo.geneontology.org/amigo/term/GO:0051973
positive regulation of telomere maintenance via telomerase	Gene Ontology	GO:0032212	2	34	0.698693640197	0.871229064811	ENSG00000178999|ENSG00000117650	http://amigo.geneontology.org/amigo/term/GO:0032212
lung alveolus development	Gene Ontology	GO:0048286	2	34	0.698693640197	0.871229064811	ENSG00000144452|ENSG00000137868	http://amigo.geneontology.org/amigo/term/GO:0048286
blood circulation	Gene Ontology	GO:0008015	2	34	0.698693640197	0.871229064811	ENSG00000100739|ENSG00000181408	http://amigo.geneontology.org/amigo/term/GO:0008015
semaphorin-plexin signaling pathway	Gene Ontology	GO:0071526	2	34	0.698693640197	0.871229064811	ENSG00000082684|ENSG00000165973	http://amigo.geneontology.org/amigo/term/GO:0071526
stereocilium	Gene Ontology	GO:0032420	2	34	0.698693640197	0.871229064811	ENSG00000006611|ENSG00000167210	http://amigo.geneontology.org/amigo/term/GO:0032420
flagellated sperm motility	Gene Ontology	GO:0030317	4	67	0.700187719706	0.871857683501	ENSG00000100346|ENSG00000170950|ENSG00000159409|ENSG00000118245	http://amigo.geneontology.org/amigo/term/GO:0030317
extrinsic component of membrane	Gene Ontology	GO:0019898	4	67	0.700187719706	0.871857683501	ENSG00000179593|ENSG00000196289|ENSG00000146013|ENSG00000187908	http://amigo.geneontology.org/amigo/term/GO:0019898
trans-Golgi network	Gene Ontology	GO:0005802	11	176	0.700605520094	0.871857683501	ENSG00000183196|ENSG00000102109|ENSG00000167434|ENSG00000135702|ENSG00000177182|ENSG00000144583|ENSG00000147509|ENSG00000120215|ENSG00000172461|ENSG00000146352|ENSG00000157064	http://amigo.geneontology.org/amigo/term/GO:0005802
cytoplasmic microtubule organization	Gene Ontology	GO:0031122	3	51	0.702970287514	0.871857683501	ENSG00000244607|ENSG00000186439|ENSG00000186868	http://amigo.geneontology.org/amigo/term/GO:0031122
spindle assembly	Gene Ontology	GO:0051225	3	51	0.702970287514	0.871857683501	ENSG00000203760|ENSG00000117650|ENSG00000161609	http://amigo.geneontology.org/amigo/term/GO:0051225
stem cell population maintenance	Gene Ontology	GO:0019827	3	51	0.702970287514	0.871857683501	ENSG00000120210|ENSG00000075388|ENSG00000131914	http://amigo.geneontology.org/amigo/term/GO:0019827
negative regulation of autophagy	Gene Ontology	GO:0010507	3	51	0.702970287514	0.871857683501	ENSG00000174697|ENSG00000163331|ENSG00000087250	http://amigo.geneontology.org/amigo/term/GO:0010507
cell periphery	Gene Ontology	GO:0071944	3	51	0.702970287514	0.871857683501	ENSG00000109205|ENSG00000164434|ENSG00000261150	http://amigo.geneontology.org/amigo/term/GO:0071944
positive regulation of ubiquitin-dependent protein catabolic process	Gene Ontology	GO:2000060	1	17	0.708825645507	0.871857683501	ENSG00000138798	http://amigo.geneontology.org/amigo/term/GO:2000060
perinuclear endoplasmic reticulum	Gene Ontology	GO:0097038	1	17	0.708825645507	0.871857683501	ENSG00000086991	http://amigo.geneontology.org/amigo/term/GO:0097038
iron ion transport	Gene Ontology	GO:0006826	1	17	0.708825645507	0.871857683501	ENSG00000132446	http://amigo.geneontology.org/amigo/term/GO:0006826
monocarboxylic acid transmembrane transporter activity	Gene Ontology	GO:0008028	1	17	0.708825645507	0.871857683501	ENSG00000132164	http://amigo.geneontology.org/amigo/term/GO:0008028
retinoic acid receptor signaling pathway	Gene Ontology	GO:0048384	1	17	0.708825645507	0.871857683501	ENSG00000168267	http://amigo.geneontology.org/amigo/term/GO:0048384
gastrulation with mouth forming second	Gene Ontology	GO:0001702	1	17	0.708825645507	0.871857683501	ENSG00000273706	http://amigo.geneontology.org/amigo/term/GO:0001702
positive regulation of chemotaxis	Gene Ontology	GO:0050921	1	17	0.708825645507	0.871857683501	ENSG00000006606	http://amigo.geneontology.org/amigo/term/GO:0050921
positive regulation of double-strand break repair via nonhomologous end joining	Gene Ontology	GO:2001034	1	17	0.708825645507	0.871857683501	ENSG00000120210	http://amigo.geneontology.org/amigo/term/GO:2001034
intracellular calcium activated chloride channel activity	Gene Ontology	GO:0005229	1	17	0.708825645507	0.871857683501	ENSG00000047617	http://amigo.geneontology.org/amigo/term/GO:0005229
regulation of ARF protein signal transduction	Gene Ontology	GO:0032012	1	17	0.708825645507	0.871857683501	ENSG00000112379	http://amigo.geneontology.org/amigo/term/GO:0032012
N-glycan processing	Gene Ontology	GO:0006491	1	17	0.708825645507	0.871857683501	ENSG00000140557	http://amigo.geneontology.org/amigo/term/GO:0006491
cGMP binding	Gene Ontology	GO:0030553	1	17	0.708825645507	0.871857683501	ENSG00000070729	http://amigo.geneontology.org/amigo/term/GO:0030553
isotype switching	Gene Ontology	GO:0045190	1	17	0.708825645507	0.871857683501	ENSG00000174371	http://amigo.geneontology.org/amigo/term/GO:0045190
astrocyte activation	Gene Ontology	GO:0048143	1	17	0.708825645507	0.871857683501	ENSG00000186868	http://amigo.geneontology.org/amigo/term/GO:0048143
cellular response to exogenous dsRNA	Gene Ontology	GO:0071360	1	17	0.708825645507	0.871857683501	ENSG00000158270	http://amigo.geneontology.org/amigo/term/GO:0071360
platelet alpha granule membrane	Gene Ontology	GO:0031092	1	17	0.708825645507	0.871857683501	ENSG00000156535	http://amigo.geneontology.org/amigo/term/GO:0031092
GABA receptor binding	Gene Ontology	GO:0050811	1	17	0.708825645507	0.871857683501	ENSG00000156959	http://amigo.geneontology.org/amigo/term/GO:0050811
cellular response to estrogen stimulus	Gene Ontology	GO:0071391	1	17	0.708825645507	0.871857683501	ENSG00000145708	http://amigo.geneontology.org/amigo/term/GO:0071391
positive regulation by host of viral transcription	Gene Ontology	GO:0043923	1	17	0.708825645507	0.871857683501	ENSG00000138795	http://amigo.geneontology.org/amigo/term/GO:0043923
long-chain fatty acid transporter activity	Gene Ontology	GO:0005324	1	17	0.708825645507	0.871857683501	ENSG00000170323	http://amigo.geneontology.org/amigo/term/GO:0005324
Golgi-associated vesicle	Gene Ontology	GO:0005798	1	17	0.708825645507	0.871857683501	ENSG00000077498	http://amigo.geneontology.org/amigo/term/GO:0005798
reverse cholesterol transport	Gene Ontology	GO:0043691	1	17	0.708825645507	0.871857683501	ENSG00000110244	http://amigo.geneontology.org/amigo/term/GO:0043691
myosin V binding	Gene Ontology	GO:0031489	1	17	0.708825645507	0.871857683501	ENSG00000169213	http://amigo.geneontology.org/amigo/term/GO:0031489
proteasome binding	Gene Ontology	GO:0070628	1	17	0.708825645507	0.871857683501	ENSG00000213886	http://amigo.geneontology.org/amigo/term/GO:0070628
transferase activity, transferring hexosyl groups	Gene Ontology	GO:0016758	1	17	0.708825645507	0.871857683501	ENSG00000172318	http://amigo.geneontology.org/amigo/term/GO:0016758
microvillus assembly	Gene Ontology	GO:0030033	1	17	0.708825645507	0.871857683501	ENSG00000166866	http://amigo.geneontology.org/amigo/term/GO:0030033
dopamine receptor signaling pathway	Gene Ontology	GO:0007212	1	17	0.708825645507	0.871857683501	ENSG00000130643	http://amigo.geneontology.org/amigo/term/GO:0007212
mitochondrial electron transport, cytochrome c to oxygen	Gene Ontology	GO:0006123	1	17	0.708825645507	0.871857683501	ENSG00000131055	http://amigo.geneontology.org/amigo/term/GO:0006123
positive regulation of cell-cell adhesion	Gene Ontology	GO:0022409	1	17	0.708825645507	0.871857683501	ENSG00000181449	http://amigo.geneontology.org/amigo/term/GO:0022409
